name,industry,sector,website
Bio-Rad Laboratories,Medical Products and Equipment,Health Care,http://www.bio-rad.com
TrueBlue,Temporary Help,Business Services,http://www.trueblue.com
Cabot Oil & Gas,"Mining, Crude-Oil Production",Energy,http://www.cabotog.com
Carpenter Technology,Metals,Materials,http://www.cartech.com
Toro,Construction and Farm Machinery,Industrials,http://www.thetorocompany.com
American Equity Investment Life Holding,"Insurance: Life, Health (stock)",Financials,http://www.american-equity.com
Express,Specialty Retailers: Apparel,Retailing,http://www.express.com
Eastman Kodak,"Scientific,Photographic and Control Equipment",Technology,http://www.kodak.com
Hain Celestial Group,Food Consumer Products,"Food, Beverages & Tobacco",http://www.hain.com
Nationstar Mortgage Holdings,Diversified Financials,Financials,http://www.nationstarmtg.com
IDEX,Industrial Machinery,Industrials,http://www.idexcorp.com
Popular,Commercial Banks,Financials,http://www.popular.com
Werner Enterprises,"Trucking, Truck Leasing",Transportation,http://www.werner.com
Esterline Technologies,Aerospace and Defense,Aerospace & Defense,http://www.esterline.com
Intuitive Surgical,Medical Products and Equipment,Health Care,http://www.intuitivesurgical.com
Allison Transmission Holdings,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.allisontransmission.com
SemGroup,Pipelines,Energy,http://www.semgroupcorp.com
Southwest Gas,Utilities: Gas and Electric,Energy,http://www.swgas.com
G-III Apparel Group,Apparel,Apparel,http://www.g-iii.com
National Fuel Gas,Utilities: Gas and Electric,Energy,http://www.nationalfuelgas.com
H.B. Fuller,Chemicals,Chemicals,http://www.hbfuller.com
Penn Mutual Life Insurance,"Insurance: Life, Health (stock)",Financials,http://www.pennmutual.com
RCS Capital,Securities,Financials,http://www.rcscapital.com
Columbia Sportswear,Apparel,Apparel,http://www.columbia.com
Amica Mutual Insurance,Insurance: Property and Casualty (Mutual),Financials,http://www.amica.com
Primoris Services,"Engineering, Construction",Engineering & Construction,http://www.prim.com
Energen,"Mining, Crude-Oil Production",Energy,http://www.energen.com
Rexnord,Industrial Machinery,Industrials,http://www.rexnord.com
Seventy Seven Energy,"Oil and Gas Equipment, Services",Energy,http://www.77nrg.com
Waste Connections,Waste Management,Business Services,http://www.wasteconnections.com
"Pep Boys-Manny, Moe & Jack",Specialty Retailers: Other,Retailing,http://www.pepboys.com
Harsco,Metals,Materials,http://www.harsco.com
Hovnanian Enterprises,Homebuilders,Engineering & Construction,http://www.khov.com
Willbros Group,"Oil and Gas Equipment, Services",Energy,http://www.willbros.com
Wendy's,Food Services,"Hotels, Resturants & Leisure",http://www.aboutwendys.com
International Game Technology,Industrial Machinery,Industrials,http://www.igt.com
Synopsys,Computer Software,Technology,http://www.synopsys.com
Universal American,Health Care: Insurance and Managed Care,Health Care,http://www.universalamerican.com
AAR,Aerospace and Defense,Aerospace & Defense,http://www.aarcorp.com
Selective Insurance Group,Insurance: Property and Casualty (Stock),Financials,http://www.selective.com
Gartner,Information Technology Services,Technology,http://www.gartner.com
E*Trade Financial,Securities,Financials,http://www.etrade.com
